667229,861102
667229,393166
764106,274351
764106,393166
764106,241151
673858,823339
673858,437084
122768,861102
122768,667229
122768,562557
122768,832646
458867,971280
95896,437084
95896,436288
107460,241151
47554,823339
47554,437084
832646,274351
832646,861102
80470,123682
154453,123682
170807,274351
591653,274351
591653,154269
562557,562557
562557,971280
436288,823339
436288,436288
861102,436288
45906,123682
163962,498385
751536,498385
751536,436288
971280,123682
971280,436288
971280,154269
72546,154269
708948,436288
933552,437084
933552,925068
876723,437084
393166,823339
393166,562557
393166,393166
393166,241151
416749,971280
416749,241151
185141,274351
185141,861102
185141,925068
185141,832646
478964,912741
178226,912741
925068,123682
57911,562557
582508,436288
533448,925068
456819,861102
456819,123682
456819,971280
660342,498385
292090,562557
292090,832646
241151,823339
981854,437084
981854,241151
